SMILES,Kow,Kowwin,Wildman-Crippen LogP,LogP model (Meylan-Kowwin)-prediction,LogP model (MLogP)-prediction,LogP model (ALogP)-prediction
O=C(Nc1ccc(Cl)cc1[N+](=O)[O-])c1ccccc1O,4.09,3.91,3.206100000000001,3.76,2.73,2.91
CSC1=NCCN1c1ncc([N+](=O)[O-])s1,1.78,2.29,1.5903,1.89,1.78,1.45
CC(=O)OCCN1CCSC1=Nc1ncc([N+](=O)[O-])s1,1.88,2.29,1.6507,1.89,2.23,1.29
CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1,1.71,1.19,2.3655,1.19,1.32,1.62
Cc1ccc(NS(=O)(=O)C(F)(F)F)cc1,3.6,3.63,2.25652,3.63,1.99,3.87
COC(=O)c1cccn1C,1.8,1.26,0.8117,1.26,0.56,1.28
CCN(CC)CCCN(c1ccccc1)C1Cc2ccccc2C1,4.86,5.9,4.392300000000004,5.46,4.67,4.9
Clc1ccc(-c2ccccc2Cl)c(Cl)c1,5.76,5.69,5.313800000000002,5.69,5.47,5.34
O=c1[nH]c(-c2ccccc2)nc2nn[nH]c12,1.27,1.12,0.7081999999999997,-1.08,0.57,1.3
C=CCN(CC=C)C(=O)C(Cl)Cl,1.84,2.28,1.9907,2.91,2.07,2
CSc1ccc(SC)nn1,1.85,2.05,1.9204,1.03,1.31,2.37
CCOc1ccc2cc[nH]c2c1,2.53,2.63,2.5666,2.63,1.76,2.46
N=C(N)NN=Cc1ccc(Br)cc1,1.3,1.3,1.2660699999999996,0.94,1.99,1.34
Cc1c(C(N)=O)no[n+]1[O-],0.03,0.41,-1.2846800000000005,-1.33,-0.65,-1.48
Cc1no[n+]([O-])c1C(N)=O,0.36,-0.23,-1.2846800000000005,-1.33,-0.65,-1.48
CCOC(=O)C(CC(C)C)NC(=O)CNC(=O)CNC(=O)CCCCSc1ncnc2nc[nH]c12,1.07,0.87,0.9417000000000016,0.67,0.48,1.35
O=C(C=Cc1ccc([N+](=O)[O-])o1)NN=Cc1ccc([N+](=O)[O-])o1,2.79,1.24,1.8525,0.88,1.14,1.84
Cc1c(Cl)cccc1Nc1ccccc1CC(=O)O,4.64,3.92,4.019120000000003,3.92,3.72,4.17
Nc1nc(-c2ccccn2)cc2ccccc12,2.74,2.44,2.8790000000000004,1.96,1.8,2.61
CCOc1cnccn1,1.28,1.41,0.8753,0.97,-0.2,0.4
O=c1[nH]c2ccccc2cc1-c1ccccc1,2.99,3.08,3.195100000000001,2.86,3.02,2.73
COc1ccc(C)c(OC)c1,2.76,2.7,2.01222,2.7,1.9,2.28
CN(C)N=Nc1cn(C2OC(CO)C(O)C2O)c(=O)[nH]c1=O,-1.82,-1.45,-2.2915999999999985,0.06,-1.78,-2.78
Cc1ccccc1OCC(O)CNCCOc1ccc(C(N)=O)cc1,2.22,1.54,1.50222,1.54,1.66,2.03
NNC(=O)Nc1ccccc1O,0.33,-0.86,0.3873999999999999,-1.27,0.75,-0.02
CC1=C(CC(=O)O)c2cc(F)ccc2C1=Cc1ccc(S(C)=O)cc1,3.42,4.28,4.365500000000004,4.28,4.28,3.61
CCCCC(=O)OCC(=O)C1(OC(=O)CCCC)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,5.26,5.62,5.377900000000006,4.28,3.77,5.56
Clc1ccc(N2CCNCC2)cc1,2.01,2.19,1.7495999999999998,2.19,1.83,2.08
CC1(C)SC2C(NC(=O)C(C(=O)Oc3ccccc3)c3ccccc3)C(=O)N2C1C(=O)O,3.14,3.28,2.0074999999999994,2.29,2.68,2.72
CC1(C)C2CCC(CN)C1C2,2.05,2.88,2.0174,3.23,2.5,1.68
CCCCC(=O)NN,-0.11,-0.05,0.1665,-1.19,0.57,0.26
Nc1cc(N2CCCCC2)nc(N)[n+]1[O-],1.24,1.35,-0.1303000000000007,-0.38,1.41,0.44
CCOC(=O)c1cnc2n(c1=O)CCCC2,0.15,-0.14,0.7563000000000001,1.66,0.67,0.33
CC(=O)OCCOC(=O)c1ccccc1,1.85,1.86,1.4065,1.86,2.03,1.53
CC(C)(C)NCC(O)COc1ccccc1C1CCCC1,4.15,4.2,3.472000000000002,4.2,2.8,3.57
O=C(CN1CCCCC1)Nc1cccc(Cl)c1,3.45,2.71,2.764400000000001,2.71,2.4,2.75
Cc1cccc(NC(=O)CN2CCCCC2)c1,2.97,2.61,2.419420000000001,2.61,2.13,2.57
O=C(CN1CCCCC1)Nc1ccc([N+](=O)[O-])cc1,2.72,2.6,2.0192,1.88,1.78,1.98
O=C(CN1CCCCC1)Nc1ccccc1Cl,2.76,2.15,2.7644,2.71,2.4,2.75
Clc1ccc(Cl)c(-c2c(Cl)ccc(Cl)c2Cl)c1,6.55,6.98,6.620600000000001,6.98,6.23,6.67
Clc1ccc(-c2cc(Cl)c(Cl)cc2Cl)c(Cl)c1,7.21,6.98,6.620600000000001,6.98,6.23,6.67
Clc1ccc(Cl)c(-c2ccc(Cl)c(Cl)c2Cl)c1,6.85,6.98,6.620600000000001,6.98,6.23,6.67
Clc1ccc(-c2c(Cl)ccc(Cl)c2Cl)cc1Cl,6.22,6.98,6.620600000000001,6.98,6.23,6.67
Clc1cc(Cl)c(-c2c(Cl)ccc(Cl)c2Cl)cc1Cl,7.28,7.62,7.274000000000001,7.62,6.47,7.33
Clc1ccc(-c2c(Cl)ccc(Cl)c2Cl)c(Cl)c1Cl,7.04,7.62,7.274000000000001,7.62,6.47,7.33
Clc1ccc(-c2ccc(Cl)c(Cl)c2Cl)c(Cl)c1Cl,7.31,7.62,7.274,7.62,6.47,7.33
Clc1ccc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)cc1Cl,7.6,7.62,7.274000000000001,7.62,6.47,7.33
O=[N+]([O-])c1ccc2c(O)cccc2c1,3.5,2.51,2.4536000000000007,2.51,2.4,2.37
CN(C)c1ccc(C=NNC(=N)N)cc1,0.28,0.59,0.5695700000000001,0.23,1.35,0.76
Clc1ccc(Cl)c(-c2c(Cl)ccc(Cl)c2Cl)c1Cl,7.12,7.62,7.274000000000001,7.62,6.47,7.33
Clc1ccccc1-c1c(Cl)cccc1Cl,5.48,5.69,5.313800000000001,5.69,5.47,5.34
Clc1ccc(-c2c(Cl)cccc2Cl)cc1,5.75,5.69,5.313800000000001,5.69,5.47,5.34
Clc1ccccc1-c1cccc(Cl)c1Cl,5.31,5.69,5.313800000000001,5.69,5.47,5.34
Clc1cccc(-c2cc(Cl)ccc2Cl)c1,5.76,5.69,5.313800000000002,5.69,5.47,5.34
Clc1cccc(-c2cccc(Cl)c2Cl)c1,5.57,5.69,5.313800000000001,5.69,5.47,5.34
Clc1ccc(-c2cccc(Cl)c2Cl)cc1,5.42,5.69,5.313800000000001,5.69,5.47,5.34
Clc1ccc(-c2ccccc2Cl)cc1Cl,5.87,5.69,5.313800000000002,5.69,5.47,5.34
Clc1cccc(-c2cc(Cl)cc(Cl)c2)c1,5.81,5.69,5.313800000000001,5.69,5.47,5.34
Clc1ccc(-c2ccc(Cl)c(Cl)c2)cc1,5.9,5.69,5.313800000000001,5.69,5.47,5.34
Clc1cccc(-c2cccc(Cl)c2Cl)c1Cl,6.18,6.34,5.967200000000002,6.33,5.99,6.01
Cc1ccc(C(=O)CS(=O)(=O)c2ccccc2)cc1,2.7,2.65,2.651620000000001,1.95,2.37,3.31
O=C(CS(=O)(=O)c1ccccc1)c1ccc(Cl)cc1,2.69,2.75,2.996600000000001,2.05,2.64,3.49
Cc1c(N(C)C)c(=O)n(C)c(=O)n1C,0.99,0.11,-0.5415799999999997,-0.24,0.16,-0.32
Cc1cncc(Cl)n1,1.04,1.13,1.4384199999999998,1.13,0.23,0.68
CC(C)OC(=O)N(C)C,1.38,1.27,1.093,1.27,1.35,0.95
CNC(=S)NCCSCc1c[nH]cn1,0.16,-0.03,0.7368,-0.03,0.23,0.78
CC(=O)N(C)Nc1ccccc1,1.31,0.55,1.4918,0.55,1.92,1.05
CC(C)N.O=C(O)CNCP(=O)(O)O,-5.4,-4.77,-0.8506999999999996,,,
CS(=O)(=O)c1cccs1,0.38,0.38,1.1516000000000002,0.38,0.17,1.14
CCCc1cssc1=S,3.18,2.98,3.491590000000002,3.85,1.96,3.26
CN(C)c1cnnc(N(C)C)c1,0.84,1.15,0.6086,0.3,0.76,1.08
CCNC(=O)CNC(=O)C=[N+]=[N-],-0.62,0.06,-1.4607,-0.83,-1.31,-2.63
CCOC(=O)CN(C(=O)CCl)c1c(CC)cccc1CC,3.6,3.62,2.9463000000000017,2.89,3.19,4.06
CC1C2CCC3C(O)C2(CC(O)C2(O)C1CC(O)C2(C)C)CC3(C)O,1.51,0.47,1.0533999999999997,1.15,1.74,0.48
CC(=O)NC1CC1c1ccccc1,1.43,1.73,1.6786,0.49,1.88,1.21
CCN(CC)C(C)C(=O)Nc1c(C)cccc1C,2.73,2.08,2.972240000000001,2.08,2.78,3.22
Clc1c(Cl)c(Cl)c2c(oc3c(Cl)c(Cl)c(Cl)c(Cl)c32)c1Cl,8.6,8.87,8.8132,8.87,5.83,8.65
Nc1ncnc2c1nc(Br)n2C1OC2COP(=O)(O)OC2C1O,-2.27,-1.47,-0.0549,-2.7,-0.05,-1.08
C=Cc1cnc([N+](=O)[O-])n1C,0.64,1.33,0.9712999999999998,1.33,1.03,1.2
Cn1c(C(O)CO)cnc1[N+](=O)[O-],-0.89,-1.13,-0.6460000000000001,-1.13,-0.41,-0.46
COC(=O)Nc1cccc(C)c1,2.29,2.3,2.1733199999999995,2.3,2.33,2.08
Cc1cnc2cccc(C)n2c1=O,1.26,1.24,1.31134,2.24,1.07,0.72
Cc1cc(=O)n2c(n1)CCCC2C,0.67,0.74,1.44902,2.54,1.25,1.06
Cc1cnc2ccccn2c1=O,0.77,0.69,1.0029199999999998,1.69,0.77,0.21
CCOC(=O)C1=CNC2CCCCN2C1=O,0.57,-0.44,0.3751999999999998,-0.44,0.76,0.04
NNC(=O)c1cccc(I)c1,1.53,1.54,0.8946999999999997,0.41,2.19,0.92
NNC(=O)c1ccc(I)cc1,1.55,1.54,0.8946999999999998,0.41,2.19,0.92
NNC(=O)c1cccc(Br)c1,1.26,1.26,1.0525999999999998,0.13,2.03,1.09
CCOC(=O)c1ccnnc1,0.23,0.27,0.6533,0.27,0.48,0.42
CC1CCCC(C)C1O,2.1,2.47,1.8034,2.47,1.88,2.14
CCCNCC(C)C,2.07,2.21,1.642,2.21,1.94,1.85
CCCNC(C)CC,1.91,2.21,1.7845,2.21,1.94,1.91
CCCOc1c(OC)cc(CCN)cc1OC,1.7,1.83,1.9938,2.56,1.67,2.08
CCOc1c(OC)cc(CCN)cc1OC,1.11,1.34,1.6037,2.07,1.4,1.56
COc1cnc2ccccc2n1,2.31,2.09,1.6384,1.65,1.02,1.82
Clc1cc2c(cc1Cl)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O2,7.8,8.21,7.505,8.21,4.57,7.11
Clc1cccc2c1Oc1ccccc1O2,4.75,4.99,4.238000000000001,4.99,2.52,3.78
Clc1ccc2c(c1)Oc1ccccc1O2,5.0,4.99,4.238000000000001,4.99,2.52,3.78
Clc1cc(Cl)c2c(c1Cl)Oc1ccccc1O2,6.35,6.28,5.544800000000001,6.28,3.57,5.11
Clc1ccc2c(c1)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O2,7.4,7.56,6.8516,7.56,4.33,6.44
CC(=O)Nc1ccc(O)cc1C,0.17,0.25,1.6590199999999995,0.46,1.38,1.17
Clc1ccccc1N1CCNCC1,2.13,2.19,1.7495999999999994,2.19,1.83,2.08
Cc1ccccc1N1CCNCC1,2.14,2.09,1.40462,2.09,1.56,1.9
CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,5.7,5.62,5.268980000000004,4.6,3.56,4.81
O=Cc1cccc(Oc2ccccc2)c1,3.38,3.77,3.291400000000002,3.77,2.71,3.15
CC(=O)c1cc2cccc(OCC(O)CNC(C)C)c2o1,2.02,1.4,2.373100000000001,1.65,0.86,1.97
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,2.88,2.99,2.5657000000000005,2.99,2.23,2.12
CC(=O)NCc1ccc(OCC(O)CNC(C)C)cc1,0.32,0.44,1.0604,0.44,1.18,0.76
Clc1cc(Cl)cc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c1,7.43,7.62,7.274000000000001,7.62,6.47,7.33
CCCOC(=O)C(N)Cc1ccc(O)c(O)c1,0.76,1.05,0.9207999999999996,0.83,1.06,1.54
NC(=O)Cc1ccncc1,-0.65,-0.64,0.1093999999999995,-0.64,-0.2,-0.28
S=C1CCCO1,0.6,0.6,1.1242,1.42,0.26,1.18
CC(=O)OC1(C(=O)CO)CCC2C3CCC4=CC(=O)CCC4(C)C3C(=O)CC21C,2.45,2.14,2.560600000000001,1.49,1.92,1.41
C#CCOc1cc(-n2nc(C(C)(C)C)oc2=O)c(Cl)cc1Cl,3.95,4.11,3.4418000000000024,4.88,4.09,5.56
CCCCCOC1OC(CO)C(O)C(O)C1O,-0.42,-0.54,-1.006900000000001,0.41,-0.88,-0.32
CCCCCCOC1OC(CO)C(O)C(O)C1O,0.16,-0.05,-0.6168000000000005,0.9,-0.6,0.14
O=[N+]([O-])c1ccc2oncc2c1,1.46,1.54,1.7359999999999998,1.54,1.2,1.35
C#CC1(O)CCC2C3CCc4cc(O)ccc4C3C(CC)CC21C,4.28,5.02,4.248700000000003,5.98,4.45,5.57
CC(=O)OCc1coc(Cc2ccccc2)c1,3.24,3.71,2.9335000000000013,3.71,2.1,2.55
Cc1ccc2c(c1)nc(N)n2C,1.47,1.97,1.46392,1.41,1.84,1.83
CNC(=O)c1cccs1,0.84,1.02,1.1077,1.02,0.64,0.99
CCCCCCOc1ccc(N)cc1,3.64,3.61,3.227900000000001,3.61,2.77,3.31
CCOP(=O)(OCC)SCn1nnc2ccccc2c1=O,1.63,1.75,2.6633000000000004,2.56,1.26,2.72
Cn1c(C=O)cnc1[N+](=O)[O-],-0.1,0.14,0.1407999999999998,0.14,-0.12,0.41
CN(C)C(=O)Nc1cccc(N)c1,-0.1,-0.08,1.3623,0.47,1.38,0.41
CN(Cc1ccccc1)N=Nc1[nH]cnc1C(N)=O,1.54,1.56,1.6393,1.28,1.33,1.24
NC(=O)c1ccc(C(O)C(CO)NC(=O)C(Cl)Cl)cc1,-0.48,-0.16,0.0997000000000003,-0.38,0.47,0.13
O=C(NC(CO)C(O)c1ccc(NC(=O)C2CC2)cc1)C(Cl)Cl,0.75,1.0,1.3492999999999995,-0.25,0.83,1
NC(=O)Nc1ccc(C(O)C(CO)NC(=O)C(Cl)Cl)cc1,-0.6,-0.19,0.4914000000000001,-0.41,0.53,0.04
CC(C)(C)NC(=O)C=Cc1ccc([N+](=O)[O-])o1,2.33,1.84,2.1157,1.84,1.36,1.85
O=[N+]([O-])c1cnc(N2CCNC2=S)s1,1.7,0.67,0.7458,0.67,-0.15,0.89
O=C(O)C1CCc2cc(Cl)ccc2O1,2.4,2.58,2.1182,2.83,2.11,2.71
O=C(CBr)NC(CO)C(O)c1ccc([N+](=O)[O-])cc1,0.66,0.51,0.5002,-0.03,1.01,0.72
O=C(CI)NC(CO)C(O)c1ccc([N+](=O)[O-])cc1,1.03,0.93,0.5403,0.38,1.14,1.25
FC(F)(F)c1ccccc1N=C1NCCN1,1.42,1.56,1.8857,1.56,2.53,1.97
Brc1cccc(Oc2ccc(Br)c(Br)c2Br)c1,6.05,6.77,6.528900000000002,7.61,5.45,6.38
CCCCCCCc1ccncc1,5.0,4.3,3.594500000000002,4.3,2.73,3.9
COc1ccc(C=[N+]([O-])C(C)(C)C)cc1,1.21,1.29,2.4229000000000003,0.93,2.39,0.39
Cc1ccc(C=[N+]([O-])C(C)(C)C)cc1,1.74,1.76,2.7227200000000007,1.4,2.96,0.89
Clc1cc(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c1Cl,9.14,9.56,9.234199999999998,9.56,7.15,9.33
O=C(O)CCCCCCc1ccccc1,3.63,4.25,3.2642000000000024,4.25,3.23,3.75
CC(=O)OC1CC(OC2C(O)CC(OC3C(C)OC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)CC3OC(C)=O)OC2C)OC(C)C1O,2.45,1.66,3.359700000000004,1.15,1.66,2.76
CCN(CC)CCNC(=O)c1cc(Cl)ccc1OC,3.11,2.61,2.4202000000000004,2.61,2.5,2.52
Cc1ccc(NN=C(C#N)C#N)cc1,3.2,3.05,1.81008,3.05,0.84,1.89
CN(C)c1cncc(C#N)n1,1.12,1.62,0.4142799999999998,0.52,-0.74,0.54
COC(=O)c1cncc(N(C)C)n1,0.9,1.2,0.3291999999999999,1.2,-0.12,0.51
CN(C)c1cncc(C(N)=O)n1,0.38,0.51,-0.3585,-0.28,-0.86,-0.34
O=C(O)c1ccc2oc3ccccc3c(=O)c2c1,3.12,3.72,2.644400000000001,3.72,1.79,2.66
CSc1ccc2ccccc2n1,3.04,3.2,2.9567000000000005,2.53,2.64,3.1
CC(O)c1ccc2ccccc2c1,2.68,2.67,2.8931000000000013,2.67,2.94,2.51
COc1cccc(NC(=O)CN2CCCCC2)c1,2.71,2.15,2.1196,2.15,1.59,2.07
Clc1cc2c(cc1Cl)Oc1c(cc(Cl)c(Cl)c1Cl)O2,6.64,7.56,6.851600000000001,7.56,4.33,6.44
COC(=O)c1cnc([N+](=O)[O-])n1C,0.51,0.26,0.1148999999999997,0.26,0.58,0.51
CCCCCCCCOC1OC(CO)C(O)C(O)C1O,1.46,0.93,0.1634,1.88,0.84,1.05
CCC(CC)Nc1c([N+](=O)[O-])cc(C)c(C)c1[N+](=O)[O-],5.2,4.82,3.720340000000003,4.24,3.37,4.21
CCNc1nc(Cl)nc(NCC2CC2)n1,2.85,3.2,1.7786999999999995,2.17,2.49,2.71
CC12CCC(=O)C=C1C1CC1C1C2CCC2(C)C1CCC21CCC(=O)O1,3.08,3.79,4.450000000000004,3.53,4.46,3.5
O=C(Oc1ccc(Cl)cc1Cl)N1CCCC1,3.94,3.48,3.5880000000000027,3.74,3.62,3.59
Clc1cc2c(cc1Cl)Oc1c(Cl)ccc(Cl)c1O2,6.39,6.92,6.198200000000002,6.92,4.09,5.78
COC(C)(C)CCCC(C)CC=CC(C)=CC(=O)OC(C)C,5.5,6.34,5.062000000000005,6.34,3.97,5.06
COC(=O)c1c[nH]c(C)c1,1.96,1.26,1.1097199999999998,1.26,0.56,0.92
Cc1cccc([N+](=O)[O-])c1C(N)=O,0.1,-0.03,1.00212,1.1,1.48,1.21
Cn1c(C=[N+](C)[O-])cnc1[N+](=O)[O-],0.04,-1.72,-0.1127,-2.08,0.31,-1.7
CC(=O)c1ccccc1NCCO,1.59,1.14,1.2934,0.33,1.01,0.88
CN(C)P(=O)(N(C)C)N1CCCC1,0.82,0.65,1.3135,0.65,1.65,-0.65
N#Cc1cncnc1,-0.5,-0.51,0.3482799999999999,-0.51,-0.53,-0.07
COCN1C(=O)CN=C(c2ccccc2)c2cc(N)ccc21,1.32,0.92,2.0567,2.59,1.75,1.92
COCN1C(=O)CN=C(c2ccccc2F)c2cc(N)ccc21,1.31,0.56,2.1958,2.79,2.14,2.12
CC(Oc1ccc(Oc2ccc(Cl)cc2Cl)cc1)C(=O)O,4.58,4.25,4.637600000000002,5.09,3.42,4.75
CCCc1oc(C)cc(=O)c1O,1.4,1.33,1.60632,1.05,0.13,0.92
COC1=C(C)C(=O)c2c(c(COC(N)=O)c3n2CCC3OC(C)=O)C1=O,1.54,0.53,1.3907,0.53,-0.22,0.84
Cc1cc(Br)cc(C(N)=O)c1O,2.76,2.47,1.5620199999999995,2.47,1.8,1.8
CNC(=O)c1cc(Br)cc(C)c1O,3.51,2.94,1.82272,2.94,2.1,2.01
CCNC(=O)c1cc(Br)cc(C)c1O,3.61,3.43,2.21282,3.43,2.38,2.35
CCCCNC(=O)c1cc(Br)cc(C)c1O,4.21,4.41,2.9930200000000005,4.41,2.93,3.33
O=c1n[n+]([O-])ccn1C1OC(CO)C(O)C1O,-2.43,-1.62,-3.5117999999999987,-0.09,-1.55,-4.47
NC(=O)c1cncnc1,-0.92,-1.31,-0.4245000000000003,-1.31,-0.66,-0.95
CCOC(=O)c1cncnc1,0.52,0.27,0.6533,0.27,0.48,0.26
CN(C)CCCNC(=O)c1ccccc1,1.27,1.39,1.3681,1.39,1.98,1.24
NCCCc1cccnc1,0.44,0.86,0.9729,0.86,0.65,0.56
CCn1c(=O)[nH]c(=O)c2[nH]cnc21,-0.11,-0.11,-0.5672000000000001,0.5,-0.13,-0.16
CCCn1c(=O)[nH]c(=O)c2[nH]cnc21,0.33,0.38,-0.1771000000000006,0.99,0.2,0.36
CCCCn1c(=O)[nH]c(=O)c2[nH]cnc21,0.84,0.87,0.2129999999999999,1.48,0.52,0.82
CCC12CC3CC(CC(N)(C3)C1)C2,3.4,3.37,2.6941000000000006,4.06,3.07,2.16
O=c1ccn(C2CC(F)C(CO)O2)c(=O)[nH]1,-0.49,-1.26,-0.8455000000000004,-1.81,-0.05,-0.74
COC(=O)c1cnc(C)cn1,0.17,0.32,0.5716199999999999,0.32,-0.34,0.1
CCOC(=O)c1cnc(C)cn1,0.61,0.81,0.96172,0.81,0,0.44
COC(=O)c1cncc(C)n1,0.1,0.32,0.5716199999999999,0.32,-0.34,0.1
CCOC(=O)c1cncc(C)n1,0.51,0.81,0.96172,0.81,0,0.44
COC1OC(CNC(=O)N(C)N=O)C(O)C(O)C1O,-1.57,-2.04,-2.236799999999999,-2.04,-1.87,-1.88
O=C1CCC(=O)N1c1ccc(Br)cc1,1.18,1.05,2.1025,1.53,1.77,1.74
CCCSP(=O)(OCC)Oc1ccc(Br)cc1Cl,4.68,4.82,5.769100000000003,4.82,3.74,4.76
O=C1C(Cl)=C(Cl)C(=O)N1c1ccc(F)cc1,2.3,2.07,2.388100000000001,0.65,1.97,2.33
c1ccc2c(N3CCCCC3)ncnc2c1,2.92,3.66,2.6201000000000008,3.51,2.32,3.01
Cc1nnc(-c2ccccc2)c(=O)n1N,0.83,1.44,0.3275199999999996,-1.06,1.02,0.26
N#CNC(N)=Nc1ccccc1,1.05,0.92,0.7034799999999999,-1.46,1.52,1.03
Clc1cccc(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c1,7.3,7.62,7.274000000000001,7.62,6.47,7.33
Clc1ccc(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)cc1,7.31,7.62,7.274,7.62,6.47,7.33
COC(=O)C12OCC34C(CC5C(C)=C(O)C(=O)CC5(C)C3C(O)C1O)OC(=O)C(OC(=O)C=C(C)C(C)C)C24,1.66,1.72,1.1531000000000002,-0.12,0.78,0.82
Clc1ccc(Cl)c(-c2cccc(Cl)c2Cl)c1,5.81,6.34,5.967200000000002,6.33,5.99,6.01
Clc1ccc(-c2cc(Cl)ccc2Cl)c(Cl)c1,6.22,6.34,5.967200000000002,6.33,5.99,6.01
Clc1cc(Cl)cc(-c2cccc(Cl)c2Cl)c1,6.17,6.34,5.967200000000002,6.33,5.99,6.01
Clc1cc(Cl)c(-c2cccc(Cl)c2Cl)cc1Cl,6.67,6.98,6.620600000000001,6.98,6.23,6.67
CCCCc1c(C)nc(NCC)nc1OS(=O)(=O)N(C)C,2.7,2.68,1.7446199999999992,1.43,2.57,3.07
COCCOc1ccccc1,1.73,1.8,1.7118,1.8,1.63,1.68
Nc1cncc(N)n1,-0.45,-0.18,-0.3589999999999999,-0.18,-1.12,-0.89
COc1cc(C(C)(C)C)c(OC)cc1CC(C)N,3.91,3.83,2.891,3.83,2.73,3
CCOC(=O)COc1cccc2ccccc12,2.9,3.28,2.7817000000000007,3.28,2.76,2.99
CC(=O)c1ccc(NC=O)cc1,0.94,0.81,1.4575,1.73,1.43,0.74
Cc1cccc(C)c1NC(=O)C(C)N,0.76,0.42,1.5891399999999998,0.42,1.7,1.55
Cc1cccc2sc3nncn3c12,1.7,2.48,2.25242,1.96,1.82,2.41
O=C(NCc1ccc(O)cc1)c1ccccc1,1.87,2.43,2.3222000000000005,2.43,2.54,2.35
Nc1ncnc2c1nc(Sc1ccc(Cl)cc1)n2C1OC2COP(=O)(O)OC2C1O,-0.98,0.59,1.9871999999999992,-1.13,1.68,1.26
O=C(O)C=COc1ccccc1,2.27,1.6,1.6637,1.6,1.43,1.42
COC(=S)NCCn1c([N+](=O)[O-])cnc1C,1.15,1.16,0.6206199999999997,0.17,0.18,0.98
C1=Cc2ccc3c4c(ccc(c24)C1)-c1ccccc1-3,5.78,6.19,5.056500000000002,6.19,5.32,4.56
CCOc1cccc(Cl)n1,2.55,2.48,2.1337,2.48,1.59,2.42
O=C(CN1CCCC1)NCc1ccccc1,1.69,1.49,1.3985999999999998,1.49,1.6,1.64
CC(C)(C)NCC(O)COc1cccc2c1CC(O)C(O)C2,0.81,1.17,0.6347999999999998,1.17,1.36,1.15
c1csc(N2CCNCC2)n1,0.61,1.29,0.5526999999999997,0.54,-0.01,0.41
CS(=O)(=O)c1ccc(OCC(=O)O)cc1,0.06,-0.1,0.5535000000000001,-0.1,0.43,1.01
C#CCn1cncc1[N+](=O)[O-],0.52,0.63,0.4244999999999999,0.9,1.03,1.13
CCOC(=O)Oc1cccc2cccnc12,1.73,2.09,2.770100000000001,1.25,2.63,2.78
CC(=O)C(C)CN1CCCCC1,1.28,1.24,1.6974000000000002,1.24,1.48,1.39
CN1CC(C(=O)O)CC1=O,-1.5,-0.93,-0.4507000000000001,-0.93,-0.36,-0.87
CC(=O)Nc1cccc2ncccc12,0.71,1.25,2.1932,1.09,1.54,1.14
COc1ccc(C(C)=O)c(N)c1,1.76,1.65,1.48,0.84,0.97,0.81
Cc1ncc(CNC(=O)N(CCCl)N=O)c(N)n1,0.39,-0.02,0.7990200000000001,0.84,0.31,0.13
CCOP(=S)(OCC)Oc1nc(Cl)n(C(C)C)n1,3.82,3.71,3.1887000000000016,3.92,2.26,3.07
CNC(C)Cc1ccc2c(c1)OCO2,2.15,2.28,1.5657,2.28,1.53,1.83
CN(O)N=Nc1ccc(C(N)=O)cc1,-0.22,0.56,1.1052000000000002,0.91,1.04,0.65
O=NN(CCCl)C(=O)NC1CCC(C(=O)O)CC1,1.605,2.15,1.5616,2.15,1.26,1.55
COC(=O)c1cc(Oc2ccc(Cl)cc2Cl)ccc1[N+](=O)[O-],4.48,4.15,4.480500000000002,4.99,3.64,4.47
O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(F)(F)F,1.07,0.9,0.6676000000000001,1.95,1.01,0.92
CN(C(O)=NC(C)(C)c1ccccc1)c1ccccc1,3.01,3.58,3.972100000000003,4.31,3.83,3.98
Cc1nnc(SCc2ccccc2)s1,2.35,2.5,3.1388200000000017,2.98,2.18,2.73
CC1CCc2cc(F)cc3c(=O)c(C(=O)O)cn1c23,1.6,2.7,2.346,1,2.08,2.25
N#Cc1ccncn1,-0.08,-0.51,0.3482799999999998,-0.51,-0.53,0.36
CCOC(=O)c1ncccn1,-0.31,0.27,0.6533000000000001,0.27,0.07,0.36
CC(=O)c1cccc(NC(=O)N(C)C)c1,0.95,1.06,1.9827,1.06,1.62,0.89
O=[N+]([O-])c1ccc(Oc2ccc(C(F)(F)F)cc2Cl)cc1,4.54,4.63,5.059300000000001,5.47,4.34,4.89
CCOc1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],4.73,5.21,5.458000000000003,6.05,4.04,5.22
COc1ccc2cc(CCC(C)=O)ccc2c1,3.08,3.22,3.370000000000002,3.22,3.04,2.8
